Loan_ID,,Years_in_Employment,Marital_Status,Dependents,Applicant_Age,Applicant_Income,Loan_Amount,Interest_Rate,Credit_Score,Coapplicant_Income,,Existing_Debt,,Loan_Term_Months,,Collateral_Value,Employment_Type,Education_Level,Property_Area,Loan_Start_Date,Payment_Delays_6months,Credit_Utilization_Ratio,Debt_to_Income_Ratio,Loan_End_Date,Probability_of_Default,Default_Status,,,,,,,,,,,,,
1cf98855-719d-454f-81c6-af4013d5ac4f,,3,Married,2,38,37728,42086,5.1,479,47869,,81946.48032,,24,,89287.58031,Business,Graduate,Semiurban,28-Jul-2023,0,9.549824714322725,0.9573410631450736,30-May-2025,0.9999999220428698,1,,,,,,,,,,,,,
343c1752-3caa-431e-93d3-c72682d33948,,5,Divorced,2,28,69076,33337,10.9,789,43059,,83173.38663,,84,,44721.54735358463,Salaried,Not Graduate,Urban,16-Jan-2023,1,28.633434599206748,0.7417188648163177,25-Jun-2029,0.9999999999999962,1,,,,,,,,,,,,,
d44260d2-5f11-4839-9203-7fc25366e938,,3,Single,1,64,77565,31494,5,510,20523,,5628.388047,,60,,16260.792761236547,Self-Employed,Graduate,Semiurban,21-May-2023,1,4.664744778879784,0.05738042,26-Dec-2027,0.9999999979754416,1,,,,,,,,,,,,,
1246d2a5-6a7c-4d08-ae57-14e8d29c0131,,1,Married,2,22,96525,31159,7.5,556,24024,,65421.51598,,60,,58700.75953392663,Self-Employed,Graduate,Rural,13-Feb-2021,6,28.54338892869394,0.5426919616856418,20-Sep-2025,0.9999999993092524,1,,,,,,,,,,,,,
4878383a-e037-4953-ad2d-7cb9a452b559,,4,Divorced,1,56,59140,63797,5.8,615,63348,,51045.0496,,60,,17862.252805972883,Self-Employed,Graduate,Urban,5-Mar-2023,0,57.703189371932304,0.4167317032799709,10-Oct-2027,0.9999999999892466,1,,,,,,,,,,,,,
9b622c0a-5398-4922-8652-62a224a0db6e,,6,Single,1,53,23449,35728,6.3,582,17352,,30072.97674,,12,,7146.450326562459,Salaried,Not Graduate,Urban,31-May-2019,4,28.54338892869394,0.7370466335281758,1-May-2020,1,1,,,,,,,,,,,,,
f9a013be-55c1-40d9-9c3b-c3e5c9c52567,,9,Divorced,0,57,20229,42393,6.6,620,40511,,95653.371,,60,,112465.62994694508,Salaried,Graduate,Rural,6-Aug-2020,3,50.05531754978068,1.5747743863256274,13-Mar-2025,1,1,,,,,,,,,,,,,
5fed5cb7-a6e8-4b4f-a5bb-7f3b687bb3ce,,4,Single,1,34,91868,32074,7.6,654,53192,,90766.78042,,60,,88377.23687374764,Salaried,Graduate,Semiurban,30-Dec-2020,0,8.709492349,0.625714564,6-Aug-2025,0.9999999999875744,1,,,,,,,,,,,,,
4b47b715-f937-4fff-b146-56f1787ed06b,,1,Single,0,27,46017,36954,11.3,638,33485,,43132.59695,,60,,103586.23161033628,Salaried,Not Graduate,Rural,10-May-2021,2,17.884359179422944,0.5425279165614946,15-Dec-2025,0.9999999999559928,1,,,,,,,,,,,,,
5e4908c8-290a-42d2-87f9-ee879f35e95d,,3,Single,0,35,50557,25193,7.7,529,36145,,83048.81115,,84,,82645.60894304552,Salaried,Graduate,Rural,30-May-2019,1,7.819972378569252,0.9578539513743556,6-Nov-2025,0.9999999947572368,1,,,,,,,,,,,,,
266a8b90-ee28-42f4-8a76-a0ea0b6b9944,,8,Married,1,58,31778,25429,6.8,599,4533,,54706.42498,,84,,98833.42572684036,Salaried,Graduate,Rural,22-Dec-2021,1,26.37137008030037,1.5065660106649954,31-May-2028,1,1,,,,,,,,,,,,,
1b3206f0-0689-4b1c-975a-ae69e9707c9e,,3,Divorced,0,36,50381,29679,8,601,23898,,83357.9553,,24,,59192.15468555549,Salaried,Not Graduate,Urban,15-Apr-2018,1,36.40654966435831,1.122212645441346,16-Feb-2020,0.9999999999302748,1,,,,,,,,,,,,,
5027b309-cedb-4488-b623-87b49be9ec86,,6,Married,1,25,103595,51798,9.8,525,32735,,62863.0016,,60,,63958.62773745532,Business,Graduate,Rural,17-Mar-2019,2,38.82443787620113,0.4611057030542584,22-Oct-2023,0.9999999961583036,1,,,,,,,,,,,,,
bdf68eb0-c7e7-4797-b73c-91ca82c3892b,,4,Married,1,61,60814,27184,8.8,500,51648,,86521.85738,,84,,68007.84486480939,Salaried,Graduate,Rural,17-Nov-2022,1,6.198622191687259,0.7693362027977924,26-Apr-2029,0.9999999853188032,1,,,,,,,,,,,,,
b67cb2ac-94dc-4c97-8891-4d9982183bb9,,2,Single,2,37,39804,24671,5.7,591,21760,,19417.32269,,12,,148584.83259063994,Salaried,Graduate,Semiurban,2-Mar-2019,3,47.31342979732269,0.3153954794052838,1-Feb-2020,0.9999999981792084,1,,,,,,,,,,,,,
60fba34c-3701-42fd-b09f-e5ab5813d72f,,8,Single,4,49,86221,56413,6.9,610,32221,,74188.60862,,24,,504.3800576324198,Salaried,Not Graduate,Urban,24-Jan-2021,1,28.54338892869394,0.6263654974644489,27-Nov-2022,0.9999999999919672,1,,,,,,,,,,,,,
a8350a40-0858-414d-952a-ed00d4aa826d,,1,Single,1,37,2318,21186,7.4,850,48729,,30888.9529,,84,,83246.49343579747,Self-Employed,Not Graduate,Rural,9-May-2020,1,26.195958080880803,0.605096241,17-Oct-2026,0.9999999999999992,1,,,,,,,,,,,,,
c33a8761-618f-478a-a66b-4b6db9ec28ff,,4,Married,3,25,59759,18331,4.5,731,46175,,33903.28538,,60,,8895.050615676186,Self-Employed,Graduate,Rural,23-Oct-2021,2,53.27880640912158,0.3200385649448117,30-May-2026,0.9999999999999748,1,,,,,,,,,,,,,
f486a251-1414-4827-a632-c350ff712ff4,,2,Married,1,47,51098,22916,9.1,736,36132,,40953.46331,,60,,108120.40463226927,Salaried,Not Graduate,Rural,10-Feb-2020,0,54.61306462167137,0.4694829053119655,16-Sep-2024,1,1,,,,,,,,,,,,,
fe08a540-ef7e-4940-b568-757413caaeb6,,1,Married,1,49,53115,26683,6.3,611,20907,,14321.54102,,12,,117537.56741281298,Salaried,Graduate,Urban,21-Oct-2021,1,24.900279039734325,0.1934742042471242,22-Sep-2022,0.9999999997328526,1,,,,,,,,,,,,,
ff70abaa-80e5-4b3d-90be-35ee397e241d,,4,Married,1,53,24066,26897,10,850,38033,,73410.86794,,36,,128609.29512604135,Salaried,Graduate,Urban,4-Feb-2019,1,71.77816343811305,1.1821395803961077,8-Nov-2021,0.9999999999999978,1,,,,,,,,,,,,,
bbe43aa7-8c58-4ff0-a15c-f032930e7347,,4,Single,0,23,56334,48741,6.3,690,32287,,98125.51292,,60,,24846.823330598567,Salaried,Graduate,Urban,2-May-2020,1,31.04534663781906,1.1072364979473517,7-Dec-2024,0.9999999999997088,1,,,,,,,,,,,,,
1f09bd6b-bba8-4166-89f9-c43e6b074c79,,7,Married,1,52,50010,40279,9.5,699,11888,,41205.3708,,84,,58867.48847145173,Salaried,Graduate,Semiurban,18-Feb-2021,0,49.79136849661191,0.6656871806569086,29-Jul-2027,0.9999999999994618,1,,,,,,,,,,,,,
cc5732f2-871b-4b1f-a0e4-0a11d8fbfda5,,7,Married,3,24,36096,34994,10.5,691,26900,,5626.337962,,24,,135710.34832779298,Business,Graduate,Rural,17-Apr-2020,0,2.9423546691470976,0.089311205,18-Feb-2022,0.9999999999914716,1,,,,,,,,,,,,,
a8c12f22-78ea-404d-9b6b-09920d2a9d7a,,7,Married,2,29,49928,40989,6.5,740,38287,,41968.21645,,24,,36217.12741320213,Self-Employed,Graduate,Semiurban,7-Feb-2021,1,71.88111354493685,0.4757438157670215,11-Dec-2022,0.9999999999999644,1,,,,,,,,,,,,,
5122f001-70e6-4474-8534-bd7686423a80,,3,Single,1,45,11560,41327,4.9,676,52691,,7438.805324,,60,,98460.54004,Business,Graduate,Urban,2-Apr-2021,2,25.981431077596937,0.1157754672818048,7-Nov-2025,1,1,,,,,,,,,,,,,
93432c76-d604-4e9f-b1ed-10f544e928ac,,5,Married,3,36,114399,43522,3.8,674,18524,,60745.99623,,12,,80909.82014935419,Salaried,Not Graduate,Urban,18-Feb-2018,2,24.10100480372933,0.4569979554229142,20-Jan-2019,1,1,,,,,,,,,,,,,
5424aae4-3e78-4f27-a93b-da3b4b0653e2,,5,Single,1,64,25674,55795,10.7,748,42890,,73706.25727,,24,,138947.81046949205,Salaried,Graduate,Urban,13-Jul-2021,3,36.14559155226596,1.0749836982720484,16-May-2023,0.9999999999995072,1,,,,,,,,,,,,,
fa3bc921-c484-4743-8c8b-a7603e3a0dfc,,3,Married,2,52,56297,60611,8,643,21075,,33965.21737,,36,,148575.3006463197,Salaried,Graduate,Rural,2-Jul-2020,3,32.99450643909841,0.4389802304788074,6-Apr-2023,0.9999999998664626,1,,,,,,,,,,,,,
5097ce46-74b0-4243-bb1b-a7235ca9bc53,,5,Married,3,30,55861,38163,11.1,432,29145,,21969.99023,,60,,92557.16425546116,Salaried,Graduate,Rural,7-Jun-2019,1,14.127668468133256,0.2584491892764943,12-Jan-2024,0.9999990330615152,1,,,,,,,,,,,,,
b16d3da7-1d8b-469b-b8ef-0017bf89444e,,15,Single,0,60,45772,47980,6.7,678,23977,,8705.206749,,36,,131501.44123094412,Self-Employed,Not Graduate,Rural,25-Feb-2018,2,44.42704633963484,0.1248058315265588,29-Nov-2020,0.9999999999856524,1,,,,,,,,,,,,,
f525d556-bb98-4bdf-b1ec-02ad3db538c9,,2,Married,0,23,54031,16246,2.3,443,59056,,88104.6875,,36,,93982.81388813342,Salaried,Graduate,Urban,13-Feb-2019,2,24.28559689592377,0.7790807821817838,17-Nov-2021,0.9999994472854838,1,,,,,,,,,,,,,
14669189-5ca4-4e71-a8f0-e5f2e1568ad3,,12,Married,3,29,75885,45693,7.2,615,30374,,52876.05848,,12,,119421.42945416443,Salaried,Graduate,Rural,10-Nov-2018,0,69.79861143058996,0.4573420502632411,12-Oct-2019,1,1,,,,,,,,,,,,,
1391d18a-8171-4955-8f7a-1e435a1ba9db,,1,Single,1,28,28558,70967,6.8,685,30374,,11297.09478,,84,,70998.65545,Salaried,Graduate,Urban,28-Dec-2023,2,48.20705429273389,0.1599928449358348,6-Jun-2030,0.9999999999983596,1,,,,,,,,,,,,,
7bf18cf4-a740-4142-9cbf-7ee6ea258d83,,2,Single,0,60,15623,30552,7.1,682,19456,,37175.89815,,36,,127802.34038887636,Salaried,Graduate,Rural,30-Jan-2018,1,75.20582590379495,1.0597462413801213,3-Nov-2020,0.9999999999904254,1,,,,,,,,,,,,,
c94b3a6f-72ef-417e-baf8-34f29aef9aec,,2,Single,1,63,46674,33792,6.1,589,37967,,46500.55528,,60,,30743.199494471955,Salaried,Graduate,Rural,18-Mar-2019,2,19.727397233260685,0.5493792122449864,23-Oct-2023,0.9999999999426954,1,,,,,,,,,,,,,
d3ec1562-91c0-49ee-bad1-c48f6b39c4dc,,5,Single,2,37,7992,27380,9.2,479,12096,,42425.89464,,84,,65322.65961616973,Salaried,Graduate,Urban,15-Jun-2020,2,18.81410691292259,2.111896791137818,23-Nov-2026,0.9999999661561968,1,,,,,,,,,,,,,
ecfbc936-2012-4ebb-bc9b-519ad3a81c4f,,1,Married,1,56,38097,34745,5,533,8017,,87071.84881,,84,,68356.43160859671,Business,Graduate,Urban,19-Nov-2022,3,32.735483845644104,1.8881459136362888,28-Apr-2029,0.9999999974524192,1,,,,,,,,,,,,,
e8c5a3b0-c6c5-4054-beb4-a52789a1321d,,11,Married,1,51,46487,12584,7.5,426,23259,,44663.32855,,24,,125229.22410888772,Business,Graduate,Semiurban,8-Sep-2019,1,31.125468723568577,0.6403620019623356,11-Jul-2021,0.9999966520516244,1,,,,,,,,,,,,,
aa7898aa-95b2-468b-ac92-275a68599dc4,,9,Married,2,31,62293,39071,8.4,508,50349,,31503.42832,,24,,108925.27598873452,Self-Employed,Graduate,Semiurban,29-Mar-2023,0,53.78080609523137,0.2796749759533632,29-Jan-2025,0.9999999647291592,1,,,,,,,,,,,,,
cbbd3732-42a1-4429-9b05-0a6c235d2722,,6,Divorced,1,59,92280,34069,8.7,565,23847,,45296.37042,,60,,66468.39356033147,Business,Not Graduate,Rural,17-Sep-2021,1,4.600026881407195,0.390055546,24-Apr-2026,0.9999999994354284,1,,,,,,,,,,,,,
1e32e3e1-5058-4a4a-9771-3fff49714ec3,,4,Divorced,0,39,67444,75043,10.3,632,39994,,40280.3143,,84,,69802.90110792886,Business,Not Graduate,Rural,12-May-2021,1,8.781079292176724,0.3749133396590099,20-Oct-2027,0.9999999999780752,1,,,,,,,,,,,,,
81496136-6bc8-42f4-a893-a38a14dd9314,,14,Married,2,26,68580,23128,6.9,705,69406,,12319.2724,,24,,43371.61970299586,Self-Employed,Not Graduate,Urban,30-May-2019,0,38.92272304932831,0.0892785,1-Apr-2021,0.9999999999997348,1,,,,,,,,,,,,,
7e83e815-9375-4195-a5fd-72f4fbb61ff7,,9,Married,3,50,41840,55012,11.4,608,28695,,98969.79921,,36,,138328.0518218986,Self-Employed,Not Graduate,Urban,2-May-2019,2,7.731670452808224,1.4031104572367294,3-Feb-2022,0.9999999994868584,1,,,,,,,,,,,,,
32b6f533-c5cc-4fb0-a1a6-2208a1f40627,,4,Married,4,60,44736,44050,5.2,678,56587,,48749.10562,,36,,11912.593335055688,Salaried,Graduate,Rural,22-Oct-2022,7,38.87280204207509,0.481121014,26-Jul-2025,1,1,,,,,,,,,,,,,
743de03a-e05c-4fb9-ae0e-f4aae65e0ac3,,7,Single,0,55,45327,24587,13.6,633,1606,,23758.61863,,60,,146667.43790070177,Salaried,Graduate,Semiurban,4-Aug-2019,1,40.02766141335282,0.5062133768804519,10-Mar-2024,0.9999999997934748,1,,,,,,,,,,,,,
6b2b0c27-1eec-4480-aab1-803803f89c7b,,5,Married,0,64,56795,30873,12.1,850,21212,,49578.89752,,36,,89340.81438266873,Salaried,Graduate,Semiurban,3-Feb-2022,2,27.703645516321025,0.6355617054454549,7-Nov-2024,0.9999999999999992,1,,,,,,,,,,,,,
b61d1f43-8df8-4ff9-83f8-6f2d436c9e18,,5,Single,0,44,48919,61347,8.7,507,37423,,55673.69313,,36,,3510.139153897818,Salaried,Graduate,Semiurban,18-Apr-2019,2,32.46867580896479,0.6447968350366621,20-Jan-2022,0.9999999984870064,1,,,,,,,,,,,,,
19dad534-be2b-4dee-b848-c332ee1caec8,,3,Divorced,0,26,68056,13888,12.3,850,27990,,42964.44991,,36,,124712.6076,Salaried,Not Graduate,Semiurban,31-Oct-2020,3,57.626446430500046,0.4473273492130357,5-Aug-2023,1,1,,,,,,,,,,,,,
d577c131-08b9-4ed4-9e94-da10205b9db8,,4,Divorced,4,51,75480,34587,8.5,569,38369,,37682.85761,,60,,103332.5088693163,Salaried,Graduate,Semiurban,11-Sep-2020,2,22.255571985290405,0.3309868916468324,18-Apr-2025,0.9999999985948522,1,,,,,,,,,,,,,
2abc4b2f-b0a6-4457-8620-5f4a6e718848,,1,Married,1,27,91977,42990,12.4,709,15200,,71836.13815,,60,,133451.19530824575,Salaried,Not Graduate,Urban,22-Jan-2019,0,33.832594111368415,0.6702507805104406,29-Aug-2023,0.9999999999969428,1,,,,,,,,,,,,,
83d04bac-21e3-4238-92b1-178bfd6c47e3,,3,Divorced,4,25,66890,42833,7.9,576,60899,,68835.97156,,84,,10791.645636322688,Self-Employed,Graduate,Urban,18-Dec-2022,2,60.55596097785786,0.5386647747436835,27-May-2029,0.9999999999396052,1,,,,,,,,,,,,,
635b729c-eb2a-408b-8780-d6caddebd8d4,,6,Single,0,50,68070,48082,1.8,585,30374,,34615.90624,,84,,137336.48370992974,Salaried,Graduate,Urban,14-May-2019,0,43.54012747441819,0.2856474967109871,21-Oct-2025,0.9999999982409118,1,,,,,,,,,,,,,
20a0c244-5ab7-48b2-ac1f-b2fce77d9bec,,16,Married,3,44,88950,29337,8.5,661,40216,,57600.01294,,12,,49911.73004140237,Business,Graduate,Rural,20-Jan-2019,5,24.56274433487549,0.4459344332667951,22-Dec-2019,0.9999999999971882,1,,,,,,,,,,,,,
3dcead91-8e93-4bd2-b269-eb4366fe47b3,,17,Married,0,27,78015,37969,7.4,541,14935,,18012.9961,,24,,72108.46192,Salaried,Graduate,Semiurban,12-Nov-2018,1,32.12452642584492,0.193790235,14-Sep-2020,0.999999998,1,,,,,,,,,,,,,
5639117a-1e78-4a02-8b1b-bb3ab6448d24,,5,Single,0,53,51021,25105,5.4,636,30277,,51228.41311,,84,,112155.63785937916,Salaried,Not Graduate,Semiurban,11-Jun-2020,2,59.27860539338384,0.6301235329756715,19-Nov-2026,0.9999999999376554,1,,,,,,,,,,,,,
562e121f-e5fa-455d-9320-8f77e5bdbb3e,,5,Divorced,1,63,33927,29255,9.2,670,45875,,52365.5531,,60,,27352.926014242585,Salaried,Graduate,Semiurban,5-May-2022,1,53.92245202198791,0.6561852700039698,10-Dec-2026,0.9999999999991078,1,,,,,,,,,,,,,
1b96ee81-9ddb-4fea-9bd7-871c976b1a33,,2,Married,2,39,48024,45976,11,427,21313,,23120.0739,,60,,15735.221974904856,Self-Employed,Graduate,Urban,7-Jan-2021,3,7.170157926252905,0.3334401611787328,14-Aug-2025,0.9999998770253352,1,,,,,,,,,,,,,
12e1725b-0b94-42ab-b8e0-c2e1fe7f9299,,6,Married,1,36,39301,54303,3.5,525,52891,,23062.24647,,36,,66539.08140179231,Salaried,Graduate,Urban,2-Sep-2019,1,40.86254251606415,0.2501518171109387,6-Jun-2022,0.9999999957605944,1,,,,,,,,,,,,,
f32de530-5ade-40d4-abb4-8c9ebd1e9dd8,,1,Married,2,61,62955,23466,5.8,568,36174,,18374.38368,,36,,19621.95152355924,Self-Employed,Graduate,Urban,3-Jun-2021,3,49.34200113607628,0.1853564378511709,7-Mar-2024,0.9999999998783504,1,,,,,,,,,,,,,
a17e34b0-68ac-439c-a921-f23172eace11,,2,Divorced,0,53,72214,38839,4.8,850,27701,,87225.745,,84,,75028.06350155712,Self-Employed,Graduate,Semiurban,24-Jul-2019,0,32.868812686238144,0.8729907622268118,31-Dec-2025,0.9999999999999996,1,,,,,,,,,,,,,
6f8963b3-d5b5-424c-bd9e-599373230f23,,6,Divorced,5,30,49843,53767,6.7,560,44543,,74949.13636,,12,,1374.0591569543935,Self-Employed,Graduate,Urban,28-Dec-2020,3,72.59874642,0.7940620674978957,29-Nov-2021,0.9999999999012256,1,,,,,,,,,,,,,
b33aa6b9-7a23-4f3c-81f6-028b4a0efbe5,,2,Married,2,58,50838,23727,12,671,17923,,23950.8217,,12,,93477.32137518798,Salaried,Not Graduate,Semiurban,1-Jul-2020,0,46.50171018756348,0.3483147915985983,2-Jun-2021,0.9999999999936368,1,,,,,,,,,,,,,
b944e469-2ef6-4152-bbc2-ede622758233,,1,Married,0,31,6272,42342,8.4,752,25429,,84547.30874,,36,,101825.60039175383,Salaried,Graduate,Rural,3-Apr-2023,3,15.232320945517824,2.666939270150317,5-Jan-2026,1,1,,,,,,,,,,,,,
d1f2789b-ea95-4113-96ed-4815c415ac73,,9,Divorced,0,41,45756,29618,7.9,594,21738,,34838.52973,,60,,65668.86207776671,Business,Graduate,Semiurban,30-Aug-2021,1,37.24923724087083,0.5161646008335141,6-Apr-2026,0.9999999998723272,1,,,,,,,,,,,,,
26fa466b-1573-4a73-8266-557cefc66c4c,,2,Single,0,27,138425,33173,5.6,578,5840,,37770.22499,,24,,57738.08920733539,Salaried,Graduate,Semiurban,16-May-2022,2,15.614408814910432,0.2618096085937069,18-Mar-2024,1,1,,,,,,,,,,,,,
97d20300-97f3-4baf-81fe-1d86e545fcc6,,1,Divorced,0,24,88056,47304,8.2,675,1204,,10933.97677,,24,,146369.31791152238,Salaried,Graduate,Rural,25-Jul-2022,0,6.024426026075607,0.1224944462823408,27-May-2024,0.9999999999739544,1,,,,,,,,,,,,,
741a5b09-a63f-43ea-ac85-2cc75eb00e6f,,1,Single,0,63,93276,24329,7.2,563,16609,,73938.01828,,24,,84910.53033,Salaried,Not Graduate,Urban,21-Aug-2023,3,54.14060423316446,0.6728611313429267,23-Jun-2025,0.9999999989452586,1,,,,,,,,,,,,,
2d3dab8a-7047-4d9d-9208-26b8611eb15c,,2,Married,0,32,72157,24696,7.7,718,19058,,26438.95418,,36,,141593.48035427692,Salaried,Graduate,Semiurban,20-May-2022,1,20.428454769849225,0.2898499625081018,21-Feb-2025,0.9999999999974148,1,,,,,,,,,,,,,
47802d60-968c-47f1-b8f7-ef4882380358,,1,Single,0,64,83175,37329,6.5,742,39877,,47924.87556,,36,,33754.16839743734,Salaried,Graduate,Semiurban,26-Mar-2023,1,17.016017447227764,0.3894653162710114,28-Dec-2025,0.9999999999999696,1,,,,,,,,,,,,,
3b759faa-18ce-48d1-85e3-be15f1dc5270,,8,Married,0,38,51392,92530,10.4,668,24542,,19043.72391,,84,,110770.83839613416,Salaried,Graduate,Rural,23-Jan-2021,0,53.21397337060898,0.2507898058347261,3-Jul-2027,0.9999999999874584,1,,,,,,,,,,,,,
0c5c9940-5753-4534-be48-7b1c4c1f088f,,2,Single,2,53,39679,30499,10.4,753,39566,,78864.76751,,84,,89400.56408548077,Self-Employed,Not Graduate,Rural,6-Nov-2018,0,31.53251451,0.9951892525756264,15-Apr-2025,0.9999999999999124,1,,,,,,,,,,,,,
8673173a-e5b5-4f30-8486-8583906ae95d,,9,Single,2,25,97172,65794,7.8,737,5633,,51460.23375,,60,,143349.9708052003,Business,Not Graduate,Urban,9-Nov-2019,2,17.163055722672087,0.5005567160822995,15-Jun-2024,1,1,,,,,,,,,,,,,
ed944378-d814-4be0-821b-390c946f9f07,,1,Divorced,2,25,32707,45828,10.8,560,35008,,94226.85013,,12,,75550.34905571178,Salaried,Graduate,Semiurban,27-Jan-2022,3,14.677277049408811,1.3915005336256383,29-Dec-2022,1,1,,,,,,,,,,,,,
62524390-52a3-469d-8906-9da96d3b867c,,4,Divorced,1,38,72260,82088,9,431,30374,,26343.41548,,84,,118853.06009909378,Business,Graduate,Urban,16-Jan-2019,1,30.33659671544659,0.3278338329164344,25-Jun-2025,0.9999977782020492,1,,,,,,,,,,,,,
f41978cd-2dac-488b-81de-6d58518e58fd,,6,Married,1,62,104558,26671,6.8,403,22632,,9535.629487,,60,,94137.76099328476,Salaried,Graduate,Rural,1-Jul-2023,2,31.75389324991256,0.074970945,5-Feb-2028,0.999995598,1,,,,,,,,,,,,,
f1eef895-d061-46b3-8abc-36fc24a887a1,,6,Married,1,40,84164,75483,8.5,710,44392,,37102.32742,,36,,130242.77250324067,Self-Employed,Graduate,Rural,7-Jul-2018,1,47.88764207423908,0.2886060457497589,10-Apr-2021,1,1,,,,,,,,,,,,,
bb21d347-fd3c-402a-a1e3-eda6bc106ec9,,5,Married,0,26,53568,30090,3.6,575,24993,,55438.03871,,36,,115303.9587,Salaried,Graduate,Rural,13-Dec-2023,1,30.31514658577016,0.7056597172358581,16-Sep-2026,0.9999999985640616,1,,,,,,,,,,,,,
473bccd4-84e6-478f-ae37-b72135ef2b60,,13,Single,2,53,91954,47765,8.6,626,14085,,60264.28899,,36,,12051.45486085043,Salaried,Graduate,Urban,21-Dec-2022,0,14.78432326696925,0.5683165690823491,24-Sep-2025,0.9999999999948668,1,,,,,,,,,,,,,
507a61a9-9d8f-4ee1-a12c-6678933c3b76,,2,Single,1,43,65419,48548,5.9,754,48747,,83516.33075,,36,,121374.93120330242,Salaried,Graduate,Urban,1-Sep-2021,0,41.15203997717587,0.7315277685257674,5-Jun-2024,0.9999999999997772,1,,,,,,,,,,,,,
2a6445d3-48e8-4f79-98eb-a4621976a39a,,4,Divorced,0,27,56655,156809,9,606,43446,,58603.86091,,12,,50489.10767942017,Salaried,Graduate,Urban,18-Aug-2018,3,22.467616688807883,0.5854414588401928,20-Jul-2019,0.9999999999558696,1,,,,,,,,,,,,,
7c9428af-461a-4f63-89b0-16e51e595d1f,,11,Single,1,56,78515,43853,1.6,615,51817,,19959.07093,,60,,134112.18276369167,Salaried,Graduate,Urban,16-Jun-2023,1,58.75464605908621,0.1531390432633556,21-Jan-2028,0.9999999996389296,1,,,,,,,,,,,,,
2b589b3f-e2a6-4e3c-b940-093a705cd91e,,1,Married,2,43,37981,34528,9.3,613,11332,,62204.43391,,24,,84962.65378772054,Salaried,Graduate,Semiurban,1-Jul-2020,3,28.54338892869394,1.2613950179071545,4-May-2022,0.9999999999182424,1,,,,,,,,,,,,,
4269f091-eaed-4ed7-b06f-bb0f49d9bf73,,1,Married,0,22,24002,25716,7.6,570,3210,,21820.28353,,84,,10042.934244790718,Salaried,Graduate,Urban,14-Jun-2018,2,19.52998283145344,0.8018330770774523,21-Nov-2024,0.9999999999223566,1,,,,,,,,,,,,,
1b2aa4e4-c0e3-44e7-9b2d-f807fd225cba,,2,Married,0,41,54143,25387,5.4,601,52661,,83099.79622,,60,,43256.17816377191,Salaried,Graduate,Semiurban,2-Jan-2021,1,26.505984027960277,0.7780515539541251,9-Aug-2025,0.9999999999552583,1,,,,,,,,,,,,,
47543604-aa9b-44ba-bb4f-068eecad122d,,6,Single,1,43,43665,29578,6.6,771,10568,,13952.65254,,36,,145855.40498066833,Salaried,Not Graduate,Rural,15-Jul-2021,2,25.031787637790003,0.2572676280227495,18-Apr-2024,0.9999999999997916,1,,,,,,,,,,,,,
8d5a9549-34f3-4b8e-9891-e25c2418c7fd,,2,Divorced,0,32,23595,32497,7.1,555,29878,,19689.241,,24,,111222.34134684008,Salaried,Not Graduate,Rural,13-Jan-2021,1,17.151122857537963,0.3682021356479217,16-Nov-2022,0.999999996,1,,,,,,,,,,,,,
2b39e995-c13e-40d3-823a-0b12d6baf0f2,,2,Married,2,34,60786,33040,7.6,684,28235,,44131.71477,,12,,115153.98141064517,Salaried,Graduate,Rural,4-Jul-2022,1,46.52873470890855,0.4957394213235922,5-Jun-2023,1,1,,,,,,,,,,,,,
0a2cbb1b-e70c-4274-9930-300a07006af3,,4,Single,1,63,46463,39564,3.7,726,20088,,24993.99145,,12,,131684.72222793696,Salaried,Graduate,Rural,6-Aug-2021,0,1.786324179822069,0.3755558278377662,8-Jul-2022,0.9999999999987236,1,,,,,,,,,,,,,
89b4db80-8a32-484a-a401-461af5b92b3c,,5,Married,0,24,36183,44936,8.5,767,11565,,57509.81539,,84,,74547.98734,Salaried,Graduate,Semiurban,14-May-2021,5,59.65059218679043,1.2044192629846149,22-Oct-2027,0.9999999999999728,1,,,,,,,,,,,,,
7d058c07-01b4-4dfc-b1f4-36eacc8abd69,,2,Married,2,30,59591,30136,2.6,811,24532,,74934.81343,,84,,22474.457620735957,Self-Employed,Graduate,Semiurban,17-May-2018,1,37.41570252847257,0.890766172,24-Oct-2024,0.9999999999999992,1,,,,,,,,,,,,,
5e9a35cf-0699-476d-9288-b06ad51f03b1,,2,Married,3,33,36302,42045,6.3,628,43904,,72282.49123,,36,,100343.06575970842,Self-Employed,Graduate,Urban,12-Feb-2018,3,34.65577838610636,0.901199287,16-Nov-2020,0.9999999999364904,1,,,,,,,,,,,,,
f2a83faa-f11a-41f5-8826-80f934010b60,,5,Married,0,44,89018,54124,3.5,707,21404,,19457.39652,,24,,81016.16912352829,Salaried,Graduate,Urban,1-Apr-2019,1,7.382861664975667,0.1762078237364148,1-Feb-2021,0.9999999999992636,1,,,,,,,,,,,,,
71e007b0-bb6a-4647-ad2f-458d9237e145,,15,Divorced,1,35,104489,46009,8.4,679,11540,,86016.26561,,36,,143251.97370760245,Salaried,Graduate,Urban,12-May-2020,1,30.251270816763064,0.7413278083964789,14-Feb-2023,0.9999999999817448,1,,,,,,,,,,,,,
